Combination,x_est_1,x_est_2,x_est_3,x_est_4,x_est_5,x_est_6,x_est_7,x_est_8,Residual,CondNum
"A,B,C,D,E,G,L,R",17.18143897381501,14.694893186092385,0.0,0.0,14.156893475430383,0.0,19.14189612769448,10.824878236967741,0.0,7.360380561421229e+50
"A,B,C,D,E,G,L,S",17.71871531467704,14.16326602904714,0.0,0.0,14.1495690164128,0.0,19.16053843428974,15.807911205573255,0.0,1.2885849414623806e+51
"A,B,C,D,E,G,L,T",16.520344415471527,15.24922588005214,0.0,0.0,14.279294328552803,0.0,19.02189265536723,20.929242720556285,0.0,1.4230941967845213e+50
"A,B,C,D,E,G,M,N",6.361009509875676,7.204736649597659,0.0,20.73427212874906,13.507223847841988,0.0,0.0,13.19275786393562,0.0,inf
"A,B,C,D,E,G,M,O",8.59741309620055,4.006063055780085,0.0,23.60953920776069,12.50040420371867,0.0,17.286580436540003,0.0,0.0,inf
"A,B,C,D,E,G,M,P",3.637833468067986,4.09882780921586,0.0,28.83548908649951,12.806588520614383,0.0,21.62126111560225,0.0,0.0,inf
"A,B,C,D,E,G,M,Q",9.631281475308837,21.833484294047334,0.0,0.0,14.660682583964352,0.0,4.7210427158436366,6.153508930835841,0.0,2.132079481792443e+50
"A,B,C,D,E,G,M,R",9.419170006292847,22.13489881760674,0.0,0.0,14.60717716026893,0.0,4.784271188686117,11.054482827145355,0.0,3.976026244754079e+50
"A,B,C,D,E,G,M,S",9.946394238602586,21.608172841920094,0.0,0.0,14.607211522794682,0.0,4.800713657249019,16.037507739433643,0.0,5.921953670372631e+49
"A,B,C,D,E,G,M,T",9.611252084390685,21.852280142101026,0.0,0.0,14.700427753208153,0.0,4.681903864278969,21.154136156021163,0.0,2.201433935470727e+51
"A,B,C,D,E,G,N,O",6.980530832803557,24.024356325492686,0.0,0.0,15.318301017164664,0.0,4.617768595041287,20.05904322949782,0.0,4.792260003643237e+50
